tweet,probability,Classification,True_class
eagles setting workout jeremy maclin according week though still hurting,0.6658878569780773,NOT,NOT
let friends civil discussion totally fine told face life sinful criticize ever lightly civil anymore deserves block,0.684735367335034,NOT,OFF
gutierrez always nothing racebaiter,0.6948090147981629,NOT,NOT
disarmthem antifa give jack participation trophy,0.69823086269447,NOT,NOT
cognitivedissonancechallenge one painful conservatives proceed caution,0.7868382941567709,NOT,NOT
chequers crashes burns strasbourg along may hopes clinging power support ebbing away party parliament country time load webley,0.7988648044398873,NOT,NOT
john fund kavanaugh ford controversy even honest liberals upset via,0.6661858424664591,NOT,OFF
elitist actors nbc liberals dems hollywood emmy awards toothless nbc self promotion onslaught peppered metoo cracks planned staged okay democrats socialist liberals left walkaway,0.6551716690369334,NOT,NOT
kellerman knows thing average man boxing brady hater say rodgers maybe better thrower ie dan marino better qb brady jut look playoff record,0.6628350478592682,NOT,OFF
drford dearprofessorford fraud female group paid organized georgesoros,0.7106618049556936,NOT,NOT
osaka says crowd noisy really c going focus cuz great champ confused score went ,0.7167938294922958,NOT,OFF
bluewave dumptrump give love cooperate compromise w conservatives trump supporters constantly vilify marginalized groups constantly attack womens rights make choices bodies,0.6953203733882993,NOT,NOT
takes season opener saturday highlights,0.7988648044398873,NOT,NOT
ummmm fascism actually started mussolini italy antifa part anonymous anonymous censor like antifa related anonymous anti censorship,0.7133641697677606,NOT,OFF
nightmayor dt cycle track easily open antifa tennis courts inside crescent heights able trash nenshis communist vape shop,0.6838520981346672,NOT,NOT
mplspotlight met stefanie newest adult services librarian putting lot hours cleaning collections favorite find book unique homes see sure say hi monrolib,0.7309906784733369,NOT,OFF
arunjaitleystepdown shameless fm history india audacity shamelessness lies public disgrace post,0.7381765901579402,NOT,NOT
canada liberal government rejects recommendation political parties comply privacy laws facebook cambridgeanalytica scandal,0.7371872982651592,NOT,NOT
 marry please roguebot,0.7988648044398873,NOT,OFF
conservatives bn housing trick crock sh te housingcrisis,0.7988648044398873,NOT,OFF
weeks resp done still know shit ass still vacation mode,0.6266039915764379,NOT,NOT
nab jesus reject u come homeward bound towards heavens kingdom open door ,0.6934396687394925,NOT,NOT
nickelodeon kallysmashup angel sheart forceof characterof goddessand lightshinesas much like star maiareficco,0.6642205983154765,NOT,OFF
coupdetat spain catalona spain fakedemocracy cddr shameonspain wakeupeurope,0.7876993651733069,NOT,NOT
analysis supporters people party canada would likely bristle called liberal beliefs fit classic definition,0.665313873894773,NOT,NOT
barbiedreamsvideo saw genius interview thank loving us much way love barbie beauty brains,0.7259615935083633,NOT,NOT
justiceforsoniasfather plz help sonia pain pti officials responding also getting trouble pmln goons plz help thanks,0.6948977477657647,NOT,NOT
 ok eric holder talking gun control pulled times going keep reposting everytime gets taken ,0.629569531754941,NOT,NOT
conservatives today,0.7988648044398873,NOT,NOT
liberals democrats use first step food preparation,0.7662843398223909,NOT,OFF
liberalismisamentaldisorder also danger country liberals showing utterly hateful care truth care power,0.5929616743391963,NOT,NOT
florencehurricane hours sustained lethal cyclonic forces hours impact northcarolina southcarolina georgia stupid get away areas florence sep pm nyc miami houston chicago nj ca la,0.7589424970118196,NOT,NOT
antifa uklabour fbpe sutr pay attention forbritain fighting ,0.38420794176484896,OFF,NOT
 expert ni blocks anyone challenges views wants view heard obsessive love eu,0.72743872630683,NOT,NOT
antifa demo memory killahp greece,0.610697094282592,NOT,OFF
 coranated attacks idiot loons get worse much worse election u imagine idiots want get rid economy along interest rates polished politician idiots,0.6903255137523971,NOT,OFF
awwww stinking cute old ,0.6917899309986104,NOT,OFF
benghazi haiti uraniumone sethrich justice department need double standards rich powerful mean rob seal murder draintheswamp hillaryforprison votered maga,0.7460020344887153,NOT,NOT
black eyed peas tackle gun control social justice new song big love single highlights group first album eight years masters sun,0.6985092510735654,NOT,NOT
censorship awake yet ask conservatives censored walkaway,0.7988648044398873,NOT,NOT
 didnt beat like said looking delicious say clean bruised knuckles nobody talks woman way except pulls lap want kiss make feel better tease,0.6084473566165098,NOT,OFF
jointhefight join fight american communists democrats liberals taken crap edge coming back openly promoting destruction america jointhefightagainstcommunism,0.7377104240913577,NOT,NOT
art artistsontwitter soul goodbusiness entrepreneur success excellence womaninbusiness mindblowing quotestoliveby gentle child universe less trees stars right max ehrmann,0.6480574788797102,NOT,NOT
icymi welcome anna grey barbour womens volleyball team anna terry sanford high school graduate studying dental hygiene college proud make trojan anna good luck season blackngold trojans,0.7951199959617601,NOT,NOT
biggbosstamil biggbosstamil biggbosstamil intha aishwarya va kuda manichirlam ana intha yashika biggest reason every fight bb house yet foolish people support tasks,0.7611077722435236,NOT,NOT
totallyblogging want know keep focus blogging easier said done start take look stop quitting ukbloggers fbloggers bbloggers lbloggers,0.7003583528058688,NOT,OFF
 stated talk zionist involvement metaphysical masturbation disinformation agent taking advantage people lesser intellect ashamed hes hes zionel,0.5264823055375378,NOT,NOT
update new projections state hurricane florence may travel coastline entire nc sc coast possibly suffering florence deadly storm surge greatly increasing seriousness rain wind south carolina surrounding areas even possibly georgia,0.753661682908024,NOT,NOT
liberals like economics even know gender ,0.48591817959718486,OFF,OFF
khaleesi kinda watching hiac wtf think person pffft pathetic,0.7532757527147775,NOT,OFF
 females b shit,0.3256224320490404,OFF,NOT
brexit uklabour labour conservatives plaidcymru greens politics eu poll,0.7988648044398873,NOT,NOT
breakingnews via nyt new york times,0.7988648044398873,NOT,NOT
hchottestceleb round match scarlett johansson v emma stone poll ,0.7988648044398873,NOT,NOT
sugardaddy retweet want daily usa canada uk sugarbabyneeded sugarbabywanted findom sugarbaby canada,0.7988648044398873,NOT,OFF
declassifydocuments love watching liberals like maria squirm outnumbered,0.7173597443484894,NOT,OFF
politicsinfocus look donald duck stop patronizing ,0.5207660918154937,NOT,NOT
naturephotography nature birds wild wisconsin photography picoftheday pics fridaymotivation fridayfeeling instagramers hope amazing day,0.6942548325770537,NOT,NOT
carolineforbes needed help posted sl dm audition,0.5537685817042967,NOT,NOT
wcw mean hey great friend happy help missions anything else might need,0.7263420563884444,NOT,NOT
 would offbalanced exactly smart basic grappling might instinct antifa used basic grappling cross side collar snap stepping weak single leg attempt,0.7082420366839827,NOT,NOT
cancer hate crime actual crime victim called crime malum se hate crime socially engineered programming control people behavior like gun control changemymind,0.5943531094377257,NOT,OFF
carbontax works put tons money back canadian pockets part trudeau campaigning national carbon tax conservatives died want another death oblige,0.7399937256594736,NOT,OFF
antonia evans either sex trafficked cremated,0.684335161605141,NOT,NOT
repost thesavoyshow get repost markknight says racist drawing racist picture serenawilliams yall believe nah,0.5486268356798778,NOT,NOT
 worrying thing teaching young adults,0.7707395135641268,NOT,NOT
walkaway democratsocialists socialists socialism resist communists antifa cult crazy insane mentalillness emptyheaded berniesanders venezuela trillion new taxes alexandriaocasiocortez ocasiocortez endorsementfail missvenezuala alexandria ocasio cortez,0.7153091342330147,NOT,OFF
theview stormy trapped dollar bill face poor pornstar worries democratic party leader ,0.6452516271609754,NOT,NOT
proudalumnus keep great work forget great leadership take time soak skills aim teach,0.7988648044398873,NOT,NOT
wildcardwednesday maxdrivewildcardwednesday onairwithshine np happier ft maxdrive w radioenchantress,0.7146960331530179,NOT,NOT
 deep end calls intervention,0.7988648044398873,NOT,NOT
cnbc go talk gender gap silicon valley talk gap conservatives emocrats bias,0.5598594568083447,NOT,NOT
million funding competition us cities thats nice,0.7988648044398873,NOT,NOT
 chicom spy clubgitmo,0.3780448942249822,OFF,NOT
repost cant forget give props naomi osaka played idol someways win overshadowed humbled ,0.6871918184726348,NOT,OFF
 entertainment agencies gonna ass ,0.36185014684991523,OFF,NOT
 obviously getting suspended asset anyone,0.5254924551956653,NOT,OFF
trump really everything trump another piece evidence obstruction justice talking crime machine,0.6426576942779166,NOT,NOT
canada exclusive trudeau liberals leave meant help veterans unspent since taking office,0.7244406259276692,NOT,NOT
 show us hot ,0.7334503023167951,NOT,NOT
 yet answer realistically enforceable gun control law would prevent tragedies without violating due process hipaa,0.7495323826641125,NOT,OFF
disarmthem goes show moronic antifa types good way encourage dumbass rightfully get speedrocked open carry users practice weapon retention gun grabs go badly try get shot ,0.7301605691296623,NOT,NOT
maga got ideas could done ,0.7988648044398873,NOT,OFF
christinebford liberalsaredesperate every time liberals get way cry racism sexual assault hard believe,0.6829396223161377,NOT,NOT
 summarize rankings game mode one picture,0.7988648044398873,NOT,NOT
learn become better instead remaining stuck become bitter clifeclearly clifethryve aboutthatlife clifemacon,0.6619991052660257,NOT,NOT
kamalaharris may run president never potus sadly guaranteed leadership role politics much like diannefeinstein thats reality liberal california ask nancypelosi chuckschumer cnn msnbc,0.6837896722889028,NOT,NOT
levi strauss never afraid take unpopular stand support greater good shut manufacturing america even news story happened maybe right unpopular,0.7032609076793193,NOT,NOT
repost giving word jacket preach saynotofuckboys dontgiveyourmagictomuggles,0.6689947614568816,NOT,NOT
emmys sooo lovely love dress colour design looks like fairy tales tender,0.6022351883948669,NOT,NOT
change remember past administrations chant change change carried baton nothing potus making changes says far better like swampies liberals lefties hatin hatin,0.7375542360908127,NOT,NOT
 open letter mac miller,0.6277808081644416,NOT,OFF
cincinnatienquirer steps gun control finally took massshhoting damn door step editors wake better late never,0.7469720110231886,NOT,OFF
bitch im fucking coming back,0.5840145702997366,NOT,OFF
liberals reaching peak desperation call phillipruddock talk turnbull convince help wentworthvotes sept auspol lnp nswpol lnpmemes,0.6346597398537694,NOT,NOT
 chicago stricter gun control doesnt work,0.6296542032133214,NOT,OFF
uicideboy halloween aboout get sooooo fucking spooky,0.46093089812710075,OFF,NOT
 glad always goes something reckless show going coming back everytime jeff best,0.7660208794009179,NOT,OFF
democrat controlled city strict gun control laws wants blame gop um isnt rich democrats trying keep blacks poverty walkaway,0.6481893307540626,NOT,OFF
got love people making laws tend know nothing subject making law hear gun control laws people try pass states,0.6823887241585274,NOT,NOT
 hear saying,0.6026133878756057,NOT,NOT
penny believes intelligent knows think may smartest canadian ever canadians fun watch get twitter us find anyone opinion like rush hockey,0.6914716844978631,NOT,NOT
sandraoh oh love brought parents epitome grace beauty,0.7343702709954523,NOT,NOT
healingyourself connected healingothers,0.647334326973409,NOT,NOT
christineblaseyford needs testify oath anything claims investigated far claims investigated comes word vs kavanaugh approved soon possible full stop maga qanon,0.723420034478437,NOT,NOT
maga antifa website instructing hurt multiple police officers cross border,0.7414484415538181,NOT,NOT
nationaldayofencouragement encouragementdare therefore encourage one another build fact thessalonians scripture verse donate go website link bio call email donate community,0.7911154281246677,NOT,NOT
year old bletchley park veteran helped defeat nazis ready fight fascism ,0.7737271258593272,NOT,OFF
walkawayfromcatholicism corrupt core become giant autocratic pedophile ring,0.6725357177322516,NOT,OFF
california patriots especially ca obama soros attempting take house seat get control congress say tj cox shill candidate fronted dastardly duo please get vote david valadao house dist follow,0.7514170404091695,NOT,NOT
noshadenotea like community college parents still pick drop need get life together omg,0.70303641387218,NOT,OFF
 takes nigga name bio,0.6999248337114105,NOT,NOT
exactly bc slick woods unconventional look shes yea aint attractive us shit dont matter lol,0.5763415065224333,NOT,OFF
arrestgeorgesoros funds domesticterrorists antifa,0.5554521379727118,NOT,NOT
interesting gone kind background check similar fbi background checks judgekavanaugh ,0.6546720654833769,NOT,OFF
conservatives govt run debt spite austerity cuts rich doubled wealth inequality via,0.7988648044398873,NOT,OFF
crowderconfronts continues expose sjw bullies paper tigers conservatives fight back truth facts dontbeafraid confrontwithtruth,0.7049136074030511,NOT,NOT
x fun ,0.7294155043507582,NOT,NOT
antifa comrades miss nuance lot still people know white nationalist specific community uses white supremacist rhetoric employed wns gives dangerous company ,0.6116479229176625,NOT,NOT
beckylynch beautiful one women wrestling absolutely need work done absolutely beautiful way need giant boobs fake booty simply amazing hiac,0.635173610007906,NOT,NOT
gun control nothing people control left wants gun control want us little guys armed able defend makes harder get us behind barbed wire fences saw north korea,0.736850821935387,NOT,NOT
alert win progressive conservatives ontario court appeal granted stay bill cut number toronto city councillors ,0.7951906766557083,NOT,NOT
amazon pp ww murder food porn northwest cozy mystery dianne harman ends,0.6450902179133815,NOT,NOT
wcw wce special day week really miss im looking forward see soon dont forget love love heart heart,0.7429197522403095,NOT,NOT
barbiedreamsvideo love fux even roman feel like roman actin like nicki dimelo papi papi,0.4938315657115493,OFF,NOT
